2016-12-20 10:34:43 UTC,1338,22.00000,43.00000
2016-12-20 10:35:07 UTC,1339,21.00000,44.00000
2016-12-20 10:35:31 UTC,1340,21.00000,41.00000
2016-12-20 10:35:55 UTC,1341,23.00000,42.00000
2016-12-20 10:36:19 UTC,1342,21.00000,41.00000
2016-12-20 10:36:44 UTC,1343,21.00000,44.00000
2016-12-20 10:37:09 UTC,1344,23.00000,42.00000
2016-12-20 10:37:33 UTC,1345,21.00000,47.00000
2016-12-20 10:37:57 UTC,1346,22.00000,44.00000
2016-12-20 10:38:22 UTC,1347,21.00000,43.00000
2016-12-20 10:38:46 UTC,1348,21.00000,41.00000
2016-12-20 10:39:11 UTC,1349,23.00000,42.00000
2016-12-20 10:39:35 UTC,1350,22.00000,44.00000
2016-12-20 10:39:59 UTC,1351,21.00000,41.00000
2016-12-20 10:40:23 UTC,1352,21.00000,44.00000
2016-12-20 10:40:48 UTC,1353,21.00000,41.00000
2016-12-20 10:41:12 UTC,1354,21.00000,41.00000
2016-12-20 10:41:36 UTC,1355,23.00000,42.00000
2016-12-20 10:42:00 UTC,1356,22.00000,44.00000
2016-12-20 10:42:25 UTC,1357,28.00000,38.00000
2016-12-20 10:42:49 UTC,1358,23.00000,42.00000
2016-12-20 10:43:13 UTC,1359,23.00000,42.00000
2016-12-20 10:43:37 UTC,1360,22.00000,41.00000
2016-12-20 10:44:01 UTC,1361,21.00000,43.00000
2016-12-20 10:44:25 UTC,1362,21.00000,41.00000
2016-12-20 10:44:50 UTC,1363,23.00000,42.00000
2016-12-20 10:45:14 UTC,1364,21.00000,41.00000
2016-12-20 10:45:38 UTC,1365,21.00000,44.00000
2016-12-20 10:46:03 UTC,1366,21.00000,44.00000
2016-12-20 10:46:27 UTC,1367,21.00000,46.00000
2016-12-20 10:46:51 UTC,1368,21.00000,44.00000
2016-12-20 10:47:15 UTC,1369,22.00000,44.00000
2016-12-20 10:47:40 UTC,1370,21.00000,47.00000
2016-12-20 10:48:04 UTC,1371,21.00000,41.00000
2016-12-20 10:48:28 UTC,1372,23.00000,42.00000
2016-12-20 10:48:52 UTC,1373,22.00000,44.00000
2016-12-20 10:49:16 UTC,1374,21.00000,42.00000
2016-12-20 10:49:40 UTC,1375,23.00000,42.00000
2016-12-20 10:50:05 UTC,1376,23.00000,42.00000
2016-12-20 10:50:29 UTC,1377,21.00000,41.00000
2016-12-20 10:50:53 UTC,1378,22.00000,44.00000
2016-12-20 10:51:18 UTC,1379,21.00000,41.00000
2016-12-20 10:51:42 UTC,1380,23.00000,42.00000
2016-12-20 10:52:06 UTC,1381,23.00000,40.00000
2016-12-20 10:52:30 UTC,1382,22.00000,47.00000
2016-12-20 10:52:55 UTC,1383,21.00000,44.00000
2016-12-20 10:53:19 UTC,1384,21.00000,41.00000
2016-12-20 10:53:43 UTC,1385,23.00000,42.00000
2016-12-20 10:54:07 UTC,1386,22.00000,44.00000
2016-12-20 10:54:32 UTC,1387,21.00000,41.00000
2016-12-20 10:54:56 UTC,1388,21.00000,43.00000
2016-12-20 10:55:20 UTC,1389,21.00000,41.00000
2016-12-20 10:55:44 UTC,1390,21.00000,41.00000
2016-12-20 10:56:10 UTC,1391,21.00000,41.00000
2016-12-20 10:56:34 UTC,1392,22.00000,44.00000
2016-12-20 10:56:58 UTC,1393,17.00000,22.00000
2016-12-20 10:57:22 UTC,1394,22.00000,43.00000
2016-12-20 10:57:46 UTC,1395,21.00000,44.00000
2016-12-20 10:58:12 UTC,1396,21.00000,41.00000
