2016-12-20 10:58:36 UTC,1397,21.00000,44.00000
2016-12-20 10:59:00 UTC,1398,21.00000,44.00000
2016-12-20 10:59:24 UTC,1399,21.00000,41.00000
2016-12-20 10:59:48 UTC,1400,21.00000,43.00000
2016-12-20 11:00:13 UTC,1401,21.00000,46.00000
2016-12-20 11:00:37 UTC,1402,23.00000,46.00000
2016-12-20 11:01:02 UTC,1403,21.00000,44.00000
2016-12-20 11:01:25 UTC,1404,21.00000,41.00000
2016-12-20 11:01:50 UTC,1405,21.00000,41.00000
2016-12-20 11:02:14 UTC,1406,22.00000,44.00000
2016-12-20 11:02:38 UTC,1407,21.00000,48.00000
2016-12-20 11:03:02 UTC,1408,21.00000,44.00000
2016-12-20 11:03:27 UTC,1409,23.00000,42.00000
2016-12-20 11:03:51 UTC,1410,21.00000,46.00000
2016-12-20 11:04:15 UTC,1411,21.00000,44.00000
2016-12-20 11:04:40 UTC,1412,21.00000,41.00000
2016-12-20 11:05:04 UTC,1413,21.00000,41.00000
2016-12-20 11:05:29 UTC,1414,23.00000,42.00000
2016-12-20 11:05:53 UTC,1415,23.00000,42.00000
2016-12-20 11:06:17 UTC,1416,22.00000,41.00000
2016-12-20 11:06:41 UTC,1417,22.00000,43.00000
2016-12-20 11:07:06 UTC,1418,21.00000,41.00000
2016-12-20 11:07:30 UTC,1419,23.00000,42.00000
2016-12-20 11:07:55 UTC,1420,23.00000,42.00000
2016-12-20 11:08:19 UTC,1421,21.00000,41.00000
2016-12-20 11:08:43 UTC,1422,21.00000,41.00000
2016-12-20 11:09:07 UTC,1423,22.00000,43.00000
2016-12-20 11:09:32 UTC,1424,21.00000,41.00000
2016-12-20 11:09:56 UTC,1425,22.00000,44.00000
2016-12-20 11:10:21 UTC,1426,21.00000,44.00000
2016-12-20 11:10:45 UTC,1427,21.00000,41.00000
2016-12-20 11:11:10 UTC,1428,23.00000,42.00000
2016-12-20 11:11:34 UTC,1429,22.00000,44.00000
2016-12-20 11:11:58 UTC,1430,24.00000,40.00000
2016-12-20 11:12:23 UTC,1431,22.00000,41.00000
2016-12-20 11:12:47 UTC,1432,23.00000,42.00000
2016-12-20 11:13:11 UTC,1433,21.00000,41.00000
2016-12-20 11:13:35 UTC,1434,23.00000,42.00000
2016-12-20 11:13:59 UTC,1435,22.00000,44.00000
2016-12-20 11:14:24 UTC,1436,23.00000,40.00000
2016-12-20 11:14:48 UTC,1437,23.00000,42.00000


